class_name,class_id,recurring,credit_hours,prereqs,requirement_designation,campus,class_desc,,
Clinical Pastoral Education,CE696R,fall/spring/summer,2,,,EM,"Basic Clinical Pastoral Education (CPE) is available to seminarians during the fall, spring, and summer of each year at sites accredited by the national Association for Clinical Pastoral Education (ACPE). CPE is most often located in hospitals, clinics, and community agencies, and the program has a concentrated focus on pastoral care, counseling, and relational skills development. Some traditions (e.g., UM Conferences) require CPE for ordination; students need to determine those specific requirements. CPE can be a part of a person's preparation for parish, chaplaincy, lay ministry, teaching and counseling. Students apply directly to the site where they would like to do CPE. Once accepted into a particular CPE program, students can apply for Candler academic credit for CPE through the Office of Contextual Education.",,
Clinical Pastoral Education No Credit,CE697R,fall/spring/summer,0,,,EM,Students who complete Clinical Pastoral Education who do not wish to claim academic credit hours but wish to record completion of a CPE unit for the purpose of completing concentration or similar requirements may elect this zero credit course upon verification of completion of the CPE unit by the Candler Office of Contextual Education.,,
Structure and Properties,CHEM150,,3,,Natural Sciences,EM,"This course will build a strong foundation in atomic and molecular structure. It starts with atomic structure and builds to ionic compounds and molecular structure, including stereochemistry and conformation. Students will interpret experimental data to explain structure, properties relationships.",,
Principles of Reactivity,CHEM202,,3,CHEM141 or CHEM_OX141 or CHEM150 or CHEM_OX150,Natural Sciences,EM,"CHEM 202 provides a basic understanding of the kinetics and thermodynamics associated with reactions, how these are related to the structures of reactants and products and the pathways between them, and how reactivity can be controlled through choices of reacting molecules and conditions.",,
Principles of Reactivity Lab,CHEM202L,,2,CHEM141 or CHEM_OX141 or CHEM150L or CHEM_OX150L; CHEM202 or CHEM_OX202,,EM,Students will learn several methods for separating and identifying small molecule organic reactants and products. They will make qualitative determinations based on quantitative data and equilibria and acid base properties. Students who withdraw from the laboratory course should withdraw from the co-requisite lecture course.,,
Advanced Reactivity,CHEM203,,3,CHEM202 or CHEM_OX202 or CHEM202Z or CHEM221 or CHEM_OX221,Natural Sciences,EM,"CHEM 203 will focus on the chemistry of organic and organometallic compounds; specifically how the molecular orbital theory can be used to predict structure and properties. This course covers kinetics, mechanisms, and catalysis.",,
Advanced Reactivity,CHEM203Z,,3,CHEM202Z,Natural Sciences,EM,"CHEM 203Z builds on themes of structure and reactivity established in CHEM 202Z. The course will blend biomolecular, inorganic, and organic elements of reactivity, using molecular orbital theory to predict structure and properties, and introducing modern examples of catalysis and catalytic cycles.",,
Advanced Reactivity Lab,CHEM203ZL,,2,CHEM202Z; CHEM203Z,,EM,Chem 203zL introduces more sophisticated methods for studying the reactivity of compounds. The preparation and structure elucidation of organic and organometallic compounds will be studied in the context of a research lab type setting.,,
Macromolecules,CHEM204,,3,CHEM203 or CHEM_OX203 or CHEM222 or CHEM_OX222 or CHEM222Z or CHEM203Z,Science Nature Technology,EM,"The relationship between sequence, structure, and function of macromolecules. The course will progress from exploring these themes in the context of synthesis, characterization, and utility of simple organic polymers to understanding the properties of complex,chemically diverse biomolecules.",,
Macromolecules Lab,CHEM204L,,2,CHEM203L or CHEM_OX203L or CHEM203Z or CHEM222L or CHEM_OX222L; CHEM204 or CHEM_OX204,Science Nature and Technology with Lab,EM,"The relationship between sequence, structure, and function of macromolecules focusing on the practical aspects of macromolecular synthesis, structural and functional characterization, and degradation.",,
